辞書,文境界,キー（＝表層形）,語彙素,語彙素細分類,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形),語彙素ID
現代語,I,に,だ,,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ,22916
現代語,I,過剰,過剰,,カジョウ,名詞-普通名詞-形状詞可能,,,カジョー,カジョウ,漢,過剰,カジョウ,6485
現代語,I,な,だ,,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
現代語,I,参照,参照,,サンショウ,名詞-普通名詞-サ変可能,,,サンショー,サンショウ,漢,参照,サンショウ,14581
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,）,）,,,補助記号-括弧閉,,,,,記号,）,,49
現代語,B,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,板,板,,イタ,名詞-普通名詞-一般,,,イタ,イタ,和,板,イタ,1993
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,え,えっ,,エッ,感動詞-一般,,,エ,エ,和,え,エ,3882
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,どう,どう,,ドウ,副詞,,,ドー,ドウ,和,どう,ドウ,26969
現代語,I,いう,言う,,イウ,動詞-一般,五段-ワア行,連体形-一般,ユー,イウ,和,いう,ユウ,1571
現代語,I,こと,事,,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,蓮田,ハスダ,,ハスダ,名詞-固有名詞-人名-姓,,,ハスダ,ハスダ,固,蓮田,ハスダ,79541
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,いや,いや,,イヤ,感動詞-一般,,,イヤ,イヤ,和,いや,イヤ,2513
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,何,何,,ナニ,代名詞,,,ナニ,ナニ,和,何,ナニ,27920
現代語,I,で,で,,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
現代語,I,も,も,,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
現代語,I,ない,無い,,ナイ,形容詞-非自立可能,形容詞,終止形-一般,ナイ,ナイ,和,ない,ナイ,27442
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,ただ,只,,タダ,名詞-普通名詞-一般,,,タダ,タダ,和,ただ,タダ,22341
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,皮肉,皮肉,,ヒニク,名詞-普通名詞-形状詞可能,,,ヒニク,ヒニク,漢,皮肉,ヒニク,31602
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,板,板,,イタ,名詞-普通名詞-一般,,,イタ,イタ,和,板,イタ,1993
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,また,又,,マタ,副詞,,,マタ,マタ,和,また,マタ,35735
現代語,I,皮肉,皮肉,,ヒニク,名詞-普通名詞-形状詞可能,,,ヒニク,ヒニク,漢,皮肉,ヒニク,31602
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,ねえ,ねえ,,ネエ,感動詞-一般,,,ネー,ネエ,和,ねえ,ネエ,28772
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,蓮田,ハスダ,,ハスダ,名詞-固有名詞-地名-一般,,,ハスダ,ハスダ,固,蓮田,ハスダ,85404
現代語,I,くん,君,,クン,接尾辞-名詞的-一般,,,クン,クン,漢,くん,クン,10654
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,本当,本当,,ホントウ,名詞-普通名詞-一般,,,ホントー,ホントウ,漢,本当,ホントウ,34947
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,何,何,,ナニ,代名詞,,,ナニ,ナニ,和,何,ナニ,27920
現代語,I,か,か,,カ,助詞-副助詞,,,カ,カ,和,か,カ,5568
現代語,I,あっ,有る,,アル,動詞-非自立可能,五段-ラ行,連用形-促音便,アッ,アッ,和,ある,アル,1216
現代語,I,た,た,,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
現代語,I,ん,の,,ノ,助詞-準体助詞,,,ン,ン,和,ん,ン,28990
現代語,I,でしょ,です,,デス,助動詞,助動詞-デス,意志推量形,デショ,デショ,和,です,デス,25653
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,顔色,顔色,,カオイロ,名詞-普通名詞-一般,,,カオイロ,カオイロ,和,顔色,カオイロ,5987
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,悪い,悪い,,ワルイ,形容詞-一般,形容詞,終止形-一般,ワルイ,ワルイ,和,悪い,ワルイ,41371
現代語,I,よ,よ,,ヨ,助詞-終助詞,,,ヨ,ヨ,和,よ,ヨ,38980
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,体調,体調,,タイチョウ,名詞-普通名詞-一般,,,タイチョー,タイチョウ,漢,体調,タイチョウ,21860
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,話,話,,ハナシ,名詞-普通名詞-サ変可能,,,ハナシ,ハナシ,和,話,ハナシ,29980
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,安全,安全,,アンゼン,名詞-普通名詞-形状詞可能,,,アンゼン,アンゼン,漢,安全,アンゼン,1366
現代語,I,な,だ,,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
現代語,I,話題,話題,,ワダイ,名詞-普通名詞-一般,,,ワダイ,ワダイ,漢,話題,ワダイ,41294
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,逸らそう,逸らす,,ソラス,動詞-一般,五段-サ行,意志推量形,ソラソー,ソラソウ,和,逸らす,ソラス,21445
現代語,I,と,と,,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
現代語,I,し,為る,,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,いる,居る,,イル,動詞-非自立可能,上一段-ア行,終止形-一般,イル,イル,和,いる,イル,2585
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,B,蓮田,ハスダ,,ハスダ,名詞-固有名詞-人名-姓,,,ハスダ,ハスダ,固,蓮田,ハスダ,79541
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,他人,他人,,タニン,名詞-普通名詞-一般,,,タニン,タニン,漢,他人,タニン,22563
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,体調,体調,,タイチョウ,名詞-普通名詞-一般,,,タイチョー,タイチョウ,漢,体調,タイチョウ,21860
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,気,気,,キ,名詞-普通名詞-一般,,,キ,キ,漢,気,キ,8263
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,する,為る,,スル,動詞-非自立可能,サ行変格,連体形-一般,スル,スル,和,する,スル,19537
現代語,I,ほど,ほど,,ホド,助詞-副助詞,,,ホド,ホド,和,ほど,ホド,34770
現代語,I,君,君,代名詞,キミ,代名詞,,,キミ,キミ,和,君,キミ,8820
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,暇,暇,,ヒマ,名詞-普通名詞-形状詞可能,,,ヒマ,ヒマ,和,暇,ヒマ,31652
現代語,I,な,だ,,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
現代語,I,ん,の,,ノ,助詞-準体助詞,,,ン,ン,和,ん,ン,28990
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,ね,ね,,ネ,助詞-終助詞,,,ネ,ネ,和,ね,ネ,28754
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,板,板,,イタ,名詞-普通名詞-一般,,,イタ,イタ,和,板,イタ,1993
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,そんな,そんな,,ソンナ,連体詞,,,ソンナ,ソンナ,和,そんな,ソンナ,21510
現代語,I,こと,事,,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
現代語,I,言わ,言う,,イウ,動詞-一般,五段-ワア行,未然形-一般,イワ,イワ,和,言う,イウ,1571
現代語,I,ない,ない,,ナイ,助動詞,助動詞-ナイ,終止形-一般,ナイ,ナイ,和,ない,ナイ,27438
現代語,I,で,て,,テ,助詞-接続助詞,,,デ,デ,和,で,デ,24874
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,はい,はい,,ハイ,感動詞-一般,,,ハイ,ハイ,和,はい,ハイ,29334
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,これ,此れ,,コレ,代名詞,,,コレ,コレ,和,これ,コレ,13095
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,少し,少し,,スコシ,副詞,,,スコシ,スコシ,和,少し,スコシ,19151
現代語,I,休ん,休む,,ヤスム,動詞-一般,五段-マ行,連用形-撥音便,ヤスン,ヤスン,和,休む,ヤスム,38302
現代語,I,だ,た,,タ,助動詞,助動詞-タ,連体形-一般,ダ,ダ,和,だ,ダ,21642
現代語,I,ほう,方,,ホウ,名詞-普通名詞-一般,,,ホー,ホウ,漢,ほう,ホウ,34378
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,いい,良い,,ヨイ,形容詞-非自立可能,形容詞,終止形-一般,イー,イイ,和,いい,イイ,38988
現代語,I,よ,よ,,ヨ,助詞-終助詞,,,ヨ,ヨ,和,よ,ヨ,38980
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,（,（,,,補助記号-括弧開,,,,,記号,（,,46
現代語,I,水,水,,ミズ,名詞-普通名詞-一般,,,ミズ,ミズ,和,水,ミズ,36417
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,ボトル,ボトル,bottle,ボトル,名詞-普通名詞-一般,,,ボトル,ボトル,外,ボトル,ボトル,35199
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,差し出す,差し出す,,サシダス,動詞-一般,五段-サ行,終止形-一般,サシダス,サシダス,和,差し出す,サシダス,14150
現代語,I,）,）,,,補助記号-括弧閉,,,,,記号,）,,49
現代語,B,蓮田,ハスダ,,ハスダ,名詞-固有名詞-人名-姓,,,ハスダ,ハスダ,固,蓮田,ハスダ,79541
現代語,I,（,（,,,補助記号-括弧開,,,,,記号,（,,46
現代語,I,受け取り,受け取る,,ウケトル,動詞-一般,五段-ラ行,連用形-一般,ウケトリ,ウケトリ,和,受け取る,ウケトル,3084
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,開ける,開ける,,アケル,動詞-一般,下一段-カ行,終止形-一般,アケル,アケル,和,開ける,アケル,511
現代語,I,）,）,,,補助記号-括弧閉,,,,,記号,）,,49
現代語,B,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,板,板,,イタ,名詞-普通名詞-一般,,,イタ,イタ,和,板,イタ,1993
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,飲みかけ,飲み掛ける,,ノミカケル,動詞-一般,下一段-カ行,連用形-一般,ノミカケ,ノミカケ,和,飲みかける,ノミカケル,90749
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,けど,けれど,,ケレド,助詞-接続助詞,,,ケド,ケド,和,けど,ケド,11238
現代語,I,ね,ね,,ネ,助詞-終助詞,,,ネ,ネ,和,ね,ネ,28754
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,さっき,さっき,,サッキ,名詞-普通名詞-副詞可能,,,サッキ,サッキ,和,さっき,サッキ,253513
現代語,I,まで,まで,,マデ,助詞-副助詞,,,マデ,マデ,和,まで,マデ,35891
現代語,I,私,私,,ワタシ,代名詞,,,ワタシ,ワタシ,和,私,ワタシ,41277
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,飲ん,飲む,,ノム,動詞-一般,五段-マ行,連用形-撥音便,ノン,ノン,和,飲む,ノム,29226
現代語,I,で,てる,,テル,助動詞,下一段-ダ行,連用形-一般,デ,デ,和,でる,デル,25287
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,から,から,,カラ,助詞-接続助詞,,,カラ,カラ,和,から,カラ,7218
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,蓮田,ハスダ,,ハスダ,名詞-固有名詞-人名-姓,,,ハスダ,ハスダ,固,蓮田,ハスダ,79541
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,衛生,衛生,,エイセイ,名詞-普通名詞-一般,,,エーセー,エイセイ,漢,衛生,エイセイ,3676
現代語,I,的,的,,テキ,接尾辞-形状詞的,,,テキ,テキ,漢,的,テキ,25076
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,ね,ね,,ネ,助詞-終助詞,,,ネ,ネ,和,ね,ネ,28754
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,板,板,,イタ,名詞-普通名詞-一般,,,イタ,イタ,和,板,イタ,1993
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,急,急,,キュウ,名詞-普通名詞-形状詞可能,,,キュー,キュウ,漢,急,キュウ,8932
現代語,I,に,だ,,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ,22916
現代語,I,どう,どう,,ドウ,副詞,,,ドー,ドウ,和,どう,ドウ,26969
現代語,I,し,為る,,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
現代語,I,た,た,,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
現代語,I,の,の,,ノ,助詞-終助詞,,,ノ,ノ,和,の,ノ,28991
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,変,変,,ヘン,名詞-普通名詞-形状詞可能,,,ヘン,ヘン,漢,変,ヘン,33996
現代語,I,な,だ,,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
現代語,I,こと,事,,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
現代語,I,言っ,言う,,イウ,動詞-一般,五段-ワア行,連用形-促音便,イッ,イッ,和,言う,イウ,1571
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,蓮田,ハスダ,,ハスダ,名詞-固有名詞-人名-姓,,,ハスダ,ハスダ,固,蓮田,ハスダ,79541
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,皮肉,皮肉,,ヒニク,名詞-普通名詞-形状詞可能,,,ヒニク,ヒニク,漢,皮肉,ヒニク,31602
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,よ,よ,,ヨ,助詞-終助詞,,,ヨ,ヨ,和,よ,ヨ,38980
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,いつ,何時,,イツ,代名詞,,,イツ,イツ,和,いつ,イツ,2271
現代語,I,も,も,,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
現代語,I,通り,通り,,トオリ,名詞-普通名詞-助数詞可能,,,トーリ,トオリ,和,通り,トオリ,26203
現代語,I,さ,さ,,サ,助詞-終助詞,,,サ,サ,和,さ,サ,13620
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,板,板,,イタ,名詞-普通名詞-一般,,,イタ,イタ,和,板,イタ,1993
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,もう,もう,,モウ,副詞,,,モー,モウ,和,もう,モウ,37569
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,じゃあ,で,,デ,接続詞,,,ジャー,ジャア,和,じゃあ,ジャア,25516
現代語,I,返し,返す,,カエス,動詞-一般,五段-サ行,連用形-一般,カエシ,カエシ,和,返す,カエス,5967
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,もう,もう,,モウ,副詞,,,モー,モウ,和,もう,モウ,37569
現代語,I,あげ,上げる,,アゲル,動詞-非自立可能,下一段-ガ行,未然形-一般,アゲ,アゲ,和,あげる,アゲル,524
現代語,I,ない,ない,,ナイ,助動詞,助動詞-ナイ,終止形-一般,ナイ,ナイ,和,ない,ナイ,27438
現代語,I,から,から,,カラ,助詞-接続助詞,,,カラ,カラ,和,から,カラ,7218
現代語,I,ね,ね,,ネ,助詞-終助詞,,,ネ,ネ,和,ね,ネ,28754
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,蓮田,ハスダ,,ハスダ,名詞-固有名詞-人名-姓,,,ハスダ,ハスダ,固,蓮田,ハスダ,79541
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,そっち,其方,,ソチラ,代名詞,,,ソッチ,ソッチ,和,そっち,ソッチ,21328
現代語,I,から,から,,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ,7219
現代語,I,与え,与える,,アタエル,動詞-一般,下一段-ア行,未然形-一般,アタエ,アタエ,和,与える,アタエル,727
現代語,I,ない,ない,,ナイ,助動詞,助動詞-ナイ,終止形-一般,ナイ,ナイ,和,ない,ナイ,27438
現代語,I,なら,だ,,ダ,助動詞,助動詞-ダ,仮定形-一般,ナラ,ナラ,和,だ,ダ,22916
現代語,I,それ,其れ,,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ,21461
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,光栄,光栄,,コウエイ,名詞-普通名詞-形状詞可能,,,コーエー,コウエイ,漢,光栄,コウエイ,52597
現代語,I,です,です,,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス,25653
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,板,板,,イタ,名詞-普通名詞-一般,,,イタ,イタ,和,板,イタ,1993
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,また,又,,マタ,副詞,,,マタ,マタ,和,また,マタ,35735
現代語,I,皮肉,皮肉,,ヒニク,名詞-普通名詞-形状詞可能,,,ヒニク,ヒニク,漢,皮肉,ヒニク,31602
現代語,I,言っ,言う,,イウ,動詞-一般,五段-ワア行,連用形-促音便,イッ,イッ,和,言う,イウ,1571
現代語,I,てる,てる,,テル,助動詞,下一段-タ行,終止形-一般,テル,テル,和,てる,テル,25287
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,素直,素直,,スナオ,形状詞-一般,,,スナオ,スナオ,和,素直,スナオ,19330
現代語,I,な,だ,,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
現代語,I,蓮田,ハスダ,,ハスダ,名詞-固有名詞-地名-一般,,,ハスダ,ハスダ,固,蓮田,ハスダ,85404
現代語,I,くん,君,,クン,接尾辞-名詞的-一般,,,クン,クン,漢,くん,クン,10654
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
